accession_id,virus_name,location,collection_date
EPI_ISL_418296,hCoV-19/England/SHEF-BFE15/2020,Europe / England / South Yorkshire,2020-03-18
EPI_ISL_418295,hCoV-19/England/SHEF-BFE06/2020,Europe / England / South Yorkshire,2020-03-17
EPI_ISL_418294,hCoV-19/England/SHEF-BFDFA/2020,Europe / England / South Yorkshire,2020-03-18
EPI_ISL_418299,hCoV-19/England/SHEF-BFE42/2020,Europe / England / South Yorkshire,2020-03-18
EPI_ISL_418298,hCoV-19/England/SHEF-BFE33/2020,Europe / England / South Yorkshire,2020-03-16
EPI_ISL_418293,hCoV-19/England/SHEF-BFDEB/2020,Europe / England / South Yorkshire,2020-03-16
EPI_ISL_418292,hCoV-19/England/SHEF-BFDDC/2020,Europe / England / South Yorkshire,2020-03-18
EPI_ISL_418291,hCoV-19/England/SHEF-BFDCD/2020,Europe / England / South Yorkshire,2020-03-16
EPI_ISL_418290,hCoV-19/England/SHEF-BFDBE/2020,Europe / England / South Yorkshire,2020-03-18
EPI_ISL_418286,hCoV-19/England/SHEF-BFD63/2020,Europe / England / South Yorkshire,2020-03-18
EPI_ISL_418285,hCoV-19/Switzerland/42176771/2020,Europe / Switzerland / Basel,2020-03-04
EPI_ISL_418284,hCoV-19/Switzerland/42176753/2020,Europe / Switzerland / Basel,2020-03-04
EPI_ISL_418283,hCoV-19/Switzerland/42176560/2020,Europe / Switzerland / Basel,2020-03-04
EPI_ISL_418289,hCoV-19/England/SHEF-BFDAF/2020,Europe / England / South Yorkshire,2020-03-18
EPI_ISL_418288,hCoV-19/England/SHEF-BFD81/2020,Europe / England / South Yorkshire,2020-03-18
EPI_ISL_418287,hCoV-19/England/SHEF-BFD72/2020,Europe / England / South Yorkshire,2020-03-16
EPI_ISL_418282,hCoV-19/Switzerland/42176229/2020,Europe / Switzerland / Basel,2020-03-04
EPI_ISL_420599,hCoV-19/Argentina/C1374/2020,South America / Argentina,2020-03-18
EPI_ISL_418281,hCoV-19/Switzerland/42176216/2020,Europe / Switzerland / Basel,2020-03-04
EPI_ISL_420598,hCoV-19/Argentina/C3013/2020,South America / Argentina,2020-03-22
EPI_ISL_418280,hCoV-19/Switzerland/42175220/2020,Europe / Switzerland / Basel,2020-03-03
EPI_ISL_424079,hCoV-19/England/20129089602/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424078,hCoV-19/England/20129089504/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424077,hCoV-19/England/20129088704/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424076,hCoV-19/England/20129085704/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_424075,hCoV-19/England/20129083204/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424074,hCoV-19/England/20129082504/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_424073,hCoV-19/England/20129081504/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_424072,hCoV-19/England/20129080904/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_424071,hCoV-19/England/20129080804/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_424070,hCoV-19/England/20129080204/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_424069,hCoV-19/England/20129079904/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_424068,hCoV-19/England/20129078704/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_425399,hCoV-19/England/CAMB-754FB/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_424067,hCoV-19/England/20129077404/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_425398,hCoV-19/England/CAMB-754EC/2020,Europe / United Kingdom / England,2020-03-14
EPI_ISL_424066,hCoV-19/England/20129071204/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_425397,hCoV-19/England/CAMB-754DD/2020,Europe / United Kingdom / England,2020-03-17
EPI_ISL_424065,hCoV-19/England/20129071104/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_425396,hCoV-19/England/CAMB-754CE/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_424064,hCoV-19/England/20129066504/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_425395,hCoV-19/England/CAMB-754B7/2020,Europe / United Kingdom / England,2020-03-16
EPI_ISL_424063,hCoV-19/England/20129064904/2020,Europe / United Kingdom / England,2020-03-10
EPI_ISL_425394,hCoV-19/England/CAMB-754A0/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_424062,hCoV-19/England/20129063804/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_425393,hCoV-19/England/CAMB-75491/2020,Europe / United Kingdom / England,2020-03-15
EPI_ISL_424061,hCoV-19/England/20129063604/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_425392,hCoV-19/England/CAMB-75482/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_424060,hCoV-19/England/20129063504/2020,Europe / United Kingdom / England,2020-03-07
EPI_ISL_425391,hCoV-19/England/CAMB-75473/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_425390,hCoV-19/England/CAMB-75464/2020,Europe / United Kingdom / England,2020-03-14
EPI_ISL_419500,hCoV-19/Wales/PHWC-24C11/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_424099,hCoV-19/England/20129122404/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_419504,hCoV-19/Wales/PHWC-24D4B/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_424098,hCoV-19/England/20129114704/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_419503,hCoV-19/Wales/PHWC-24D2D/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_424097,hCoV-19/England/20129114604/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_419502,hCoV-19/Wales/PHWC-24D1E/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_424096,hCoV-19/England/20129111904/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_419501,hCoV-19/Wales/PHWC-24D0F/2020,Europe / United Kingdom / Wales,2020-03-19
EPI_ISL_424095,hCoV-19/England/20129111704/2020,Europe / United Kingdom / England,2020-03-10
EPI_ISL_419508,hCoV-19/Wales/PHWC-24D87/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_424094,hCoV-19/England/20129109504/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_419507,hCoV-19/Wales/PHWC-24D78/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_424093,hCoV-19/England/20129109104/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_419506,hCoV-19/Wales/PHWC-24D69/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_424092,hCoV-19/England/20129108104/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_419505,hCoV-19/Wales/PHWC-24D5A/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_424091,hCoV-19/England/20129106504/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424090,hCoV-19/England/20129105404/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_421818,hCoV-19/England/201380070/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421819,hCoV-19/England/20138012104/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_421816,hCoV-19/England/201380064/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421817,hCoV-19/England/201380069/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421814,hCoV-19/England/201380062/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421815,hCoV-19/England/201380063/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421812,hCoV-19/England/201380057/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421813,hCoV-19/England/201380061/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421810,hCoV-19/England/201380055/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421811,hCoV-19/England/201380056/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_424089,hCoV-19/England/20129105304/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_424088,hCoV-19/England/20129100204/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_424087,hCoV-19/England/20129099904/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_424086,hCoV-19/England/20129099704/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_424085,hCoV-19/England/20129099504/2020,Europe / United Kingdom / England,2020-03-13
EPI_ISL_424084,hCoV-19/England/20129096804/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424083,hCoV-19/England/20129096704/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424082,hCoV-19/England/20129096604/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424081,hCoV-19/England/20129096504/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_424080,hCoV-19/England/20129091804/2020,Europe / United Kingdom / England,2020-03-11
EPI_ISL_421809,hCoV-19/England/201380054/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421807,hCoV-19/England/201380050/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421808,hCoV-19/England/201380051/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421805,hCoV-19/England/201380044/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_421806,hCoV-19/England/201380049/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421803,hCoV-19/England/201380041/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_421804,hCoV-19/England/201380042/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421801,hCoV-19/England/201380037/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_421802,hCoV-19/England/201380040/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_421800,hCoV-19/England/201380036/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_421840,hCoV-19/England/20138086004/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_419522,hCoV-19/USA/CT-Yale-029/2020,North America / USA / Connecticut,2020-03-18
EPI_ISL_419521,hCoV-19/USA/CT-Yale-028/2020,North America / USA / Connecticut,2020-03-18
EPI_ISL_419520,hCoV-19/USA/CT-Yale-017/2020,North America / USA / Connecticut,2020-03-19
EPI_ISL_419526,hCoV-19/USA/CT-Yale-037/2020,North America / USA / Connecticut,2020-03-16
EPI_ISL_419525,hCoV-19/USA/CT-Yale-036/2020,North America / USA / Connecticut,2020-03-16
EPI_ISL_419524,hCoV-19/USA/CT-Yale-034/2020,North America / USA / Connecticut,2020-03-15
EPI_ISL_419523,hCoV-19/USA/NY-Yale-030/2020,North America / USA / New York,2020-03-17
EPI_ISL_419528,hCoV-19/USA/CT-Yale-040/2020,North America / USA / Connecticut,2020-03-13
EPI_ISL_419527,hCoV-19/USA/CT-Yale-039/2020,North America / USA / Connecticut,2020-03-17
EPI_ISL_420508,hCoV-19/England/20132072802/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_420507,hCoV-19/England/20132072602/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421838,hCoV-19/England/20138083004/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420509,hCoV-19/England/20132073702/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421839,hCoV-19/England/20138083204/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420504,hCoV-19/England/20132053202/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_421836,hCoV-19/England/20138082704/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420503,hCoV-19/England/20132052902/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_421837,hCoV-19/England/20138082804/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420506,hCoV-19/England/20132072203/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421834,hCoV-19/England/20138082004/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420505,hCoV-19/England/20132053902/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_421835,hCoV-19/England/20138082104/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420500,hCoV-19/England/20132050802/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_421832,hCoV-19/England/201380284/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421833,hCoV-19/England/20138081004/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420502,hCoV-19/England/20132051702/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_421830,hCoV-19/England/201380282/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_420501,hCoV-19/England/20132051502/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_421831,hCoV-19/England/201380283/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_419511,hCoV-19/Wales/PHWC-24DB4/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_419510,hCoV-19/Wales/PHWC-24DA5/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_419515,hCoV-19/USA/CT-Yale-047/2020,North America / USA / Connecticut,2020-03-24
EPI_ISL_419514,hCoV-19/USA/CT-Yale-046/2020,North America / USA / Connecticut,2020-03-24
EPI_ISL_419513,hCoV-19/USA/CT-Yale-045/2020,North America / USA / Connecticut,2020-03-23
EPI_ISL_419512,hCoV-19/USA/CT-Yale-044/2020,North America / USA / Connecticut,2020-03-23
EPI_ISL_419519,hCoV-19/USA/CT-Yale-016/2020,North America / USA / Connecticut,2020-03-19
EPI_ISL_419518,hCoV-19/USA/CT-Yale-014/2020,North America / USA / Connecticut,2020-03-19
EPI_ISL_419517,hCoV-19/USA/CT-Yale-013/2020,North America / USA / Connecticut,2020-03-19
EPI_ISL_419516,hCoV-19/USA/CT-Yale-048/2020,North America / USA / Connecticut,2020-03-25
EPI_ISL_419509,hCoV-19/Wales/PHWC-24D96/2020,Europe / United Kingdom / Wales,2020-03-20
EPI_ISL_421829,hCoV-19/England/201380281/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421827,hCoV-19/England/201380277/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_421828,hCoV-19/England/201380280/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421825,hCoV-19/England/201380229/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421826,hCoV-19/England/201380276/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421823,hCoV-19/England/201380221/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421824,hCoV-19/England/201380228/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421821,hCoV-19/England/201380215/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421822,hCoV-19/England/201380217/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421820,hCoV-19/England/20138019804/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_419540,hCoV-19/Germany/NRW-23/2020,Europe / Germany / Duesseldorf,2020-03-16
EPI_ISL_421861,hCoV-19/England/20139007604/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_421862,hCoV-19/England/20139008204/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420531,hCoV-19/Australia/WA01/2020,Oceania / Australia,2020-03-14
EPI_ISL_420530,hCoV-19/England/20139052002/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_421860,hCoV-19/England/20139007504/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_418213,hCoV-19/Senegal/094/2020,Africa / Senegal / Touba,2020-03-12
EPI_ISL_419544,hCoV-19/Germany/NRW-27/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_418212,hCoV-19/Senegal/087/2020,Africa / Senegal / Touba,2020-03-11
EPI_ISL_419543,hCoV-19/Germany/NRW-26/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_418211,hCoV-19/Senegal/082/2020,Africa / Senegal / Touba,2020-03-11
EPI_ISL_419542,hCoV-19/Germany/NRW-25/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_418210,hCoV-19/Senegal/073/2020,Africa / Senegal / Touba,2020-03-10
EPI_ISL_419541,hCoV-19/Germany/NRW-24/2020,Europe / Germany / Duesseldorf,2020-03-14
EPI_ISL_418217,hCoV-19/Senegal/139/2020,Africa / Senegal / Mbour,2020-03-13
EPI_ISL_419548,hCoV-19/Germany/NRW-31/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_418216,hCoV-19/Senegal/136/2020,Africa / Senegal / Dakar,2020-03-13
EPI_ISL_419547,hCoV-19/Germany/NRW-30/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_418215,hCoV-19/Senegal/119/2020,Africa / Senegal / Touba,2020-03-12
EPI_ISL_419546,hCoV-19/Germany/NRW-29/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_418214,hCoV-19/Senegal/102/2020,Africa / Senegal / Touba,2020-03-12
EPI_ISL_419545,hCoV-19/Germany/NRW-28/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_418219,hCoV-19/France/B1623/2020,Europe / France / Bretagne / Brest,2020-02-26
EPI_ISL_418218,hCoV-19/France/HF1465/2020,Europe / France / Hauts de France / Compiègne,2020-02-21
EPI_ISL_419549,hCoV-19/Germany/NRW-32/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_420529,hCoV-19/England/20139051702/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420526,hCoV-19/England/20139050802/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_421858,hCoV-19/England/20139007004/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420525,hCoV-19/England/20139019902/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_421859,hCoV-19/England/20139007204/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420528,hCoV-19/England/20139051302/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_421856,hCoV-19/England/20139005304/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420527,hCoV-19/England/20139051002/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_421857,hCoV-19/England/20139006604/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_420522,hCoV-19/England/20138014402/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421854,hCoV-19/England/20139004204/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420521,hCoV-19/England/20138012802/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_421855,hCoV-19/England/20139004304/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420524,hCoV-19/England/20139018302/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_421852,hCoV-19/England/20139003904/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420523,hCoV-19/England/20139018202/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_421853,hCoV-19/England/20139004004/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_421850,hCoV-19/England/20139003404/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_421851,hCoV-19/England/20139003604/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420520,hCoV-19/England/20136015502/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_418202,hCoV-19/USA/NY-NYUMC17/2020,North America / USA / New York / Manhattan,2020-03-17
EPI_ISL_419533,hCoV-19/Germany/NRW-16/2020,Europe / Germany / Duesseldorf,2020-03-11
EPI_ISL_418201,hCoV-19/USA/NY-NYUMC16/2020,North America / USA / New York / Manhattan,2020-03-17
EPI_ISL_419532,hCoV-19/Germany/NRW-15/2020,Europe / Germany / Duesseldorf,2020-03-11
EPI_ISL_418200,hCoV-19/USA/NY-NYUMC15/2020,North America / USA / New York / Manhattan,2020-03-17
EPI_ISL_419531,hCoV-19/Germany/NRW-14/2020,Europe / Germany / Duesseldorf,2020-03-11
EPI_ISL_419530,hCoV-19/Germany/NRW-13/2020,Europe / Germany / Duesseldorf,2020-03-11
EPI_ISL_418206,hCoV-19/Senegal/003/2020,Africa / Senegal / Dakar,2020-02-28
EPI_ISL_419537,hCoV-19/Germany/NRW-20/2020,Europe / Germany / Duesseldorf,2020-03-14
EPI_ISL_418205,hCoV-19/USA/NY-NYUMC20/2020,North America / USA / New York / Manhattan,2020-03-12
EPI_ISL_419536,hCoV-19/Germany/NRW-19/2020,Europe / Germany / Duesseldorf,2020-03-14
EPI_ISL_418204,hCoV-19/USA/NY-NYUMC19/2020,North America / USA / New York / Manhattan,2020-03-17
EPI_ISL_419535,hCoV-19/Germany/NRW-18/2020,Europe / Germany / Duesseldorf,2020-03-13
EPI_ISL_418203,hCoV-19/USA/NY-NYUMC18/2020,North America / USA / New York / Manhattan,2020-03-17
EPI_ISL_419534,hCoV-19/Germany/NRW-17/2020,Europe / Germany / Duesseldorf,2020-03-11
EPI_ISL_418209,hCoV-19/Senegal/026/2020,Africa / Senegal / Dakar,2020-03-03
EPI_ISL_418208,hCoV-19/Senegal/020/2020,Africa / Senegal / Dakar,2020-03-04
EPI_ISL_419539,hCoV-19/Germany/NRW-22/2020,Europe / Germany / Duesseldorf,2020-03-15
EPI_ISL_418207,hCoV-19/Senegal/016/2020,Africa / Senegal / Dakar,2020-03-02
EPI_ISL_419538,hCoV-19/Germany/NRW-21/2020,Europe / Germany / Duesseldorf,2020-03-14
EPI_ISL_406223,hCoV-19/USA/AZ1/2020,North America / USA / Arizona / Phoenix,2020-01-22
EPI_ISL_420519,hCoV-19/England/20136006402/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_420518,hCoV-19/England/20134081702/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421849,hCoV-19/England/20139003204/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420515,hCoV-19/England/20134040703/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_421847,hCoV-19/England/20138088204/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420514,hCoV-19/England/20134016002/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_421848,hCoV-19/England/20139003004/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420517,hCoV-19/England/20134058202/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421845,hCoV-19/England/20138088004/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_420516,hCoV-19/England/20134040803/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421846,hCoV-19/England/20138088104/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_420511,hCoV-19/England/20132074202/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_421843,hCoV-19/England/20138087204/2020,Europe / United Kingdom / England,2020-03-24
